OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y
293,10,23,2103.565408,3,2377532.441,157141.8639,2375431.213,157042.7226
294,10,11,2267.859576,4,2377532.441,157141.8639,2379463.585,158330.9259
295,10,12,2288.350833,5,2377532.441,157141.8639,2379732.846,157770.1696
296,10,13,24436.54172,6,2377532.441,157141.8639,2379004.762,132749.7167
297,10,28,24436.54172,6,2377532.441,157141.8639,2379004.762,132749.7167
298,10,14,24845.51755,7,2377532.441,157141.8639,2377809.497,132297.8911
299,10,15,25584.46581,8,2377532.441,157141.8639,2378943.616,131596.3461
300,10,16,26423.62755,9,2377532.441,157141.8639,2378096.736,130724.2625
301,10,17,26724.61095,10,2377532.441,157141.8639,2379351.32,130479.2213
302,10,24,27148.99688,11,2377532.441,157141.8639,2387820.893,182265.8719
303,10,25,27325.021,12,2377532.441,157141.8639,2387869.067,182436.3484
304,10,21,28279.12768,13,2377532.441,157141.8639,2388412.754,183244.1214
305,10,22,28727.84735,14,2377532.441,157141.8639,2388710.32,183605.8815
306,10,9,29368.90809,15,2377532.441,157141.8639,2388731.659,184291.6388
307,10,18,60736.24266,16,2377532.441,157141.8639,2345519.887,105527.0643
308,10,29,62764.47232,17,2377532.441,157141.8639,2343461.743,104429.7542
309,10,19,63462.90812,18,2377532.441,157141.8639,2342097.36,104493.0675
310,10,20,64064.3055,19,2377532.441,157141.8639,2342131.096,103747.2949
311,10,4,267257.2037,20,2377532.441,157141.8639,2590076.669,319164.5906
312,10,7,268714.2106,21,2377532.441,157141.8639,2609853.305,292176.4644
313,10,6,268981.6363,22,2377532.441,157141.8639,2609264.738,293711.4921
314,10,8,269494.0018,23,2377532.441,157141.8639,2610221.152,293093.9902
315,10,5,269929.4023,24,2377532.441,157141.8639,2610561.839,293373.953
316,10,3,303456.9935,25,2377532.441,157141.8639,2644816.1,300827.6066
317,10,2,304223.3689,26,2377532.441,157141.8639,2645977.308,300282.3944
318,10,0,305860.9593,27,2377532.441,157141.8639,2646678.523,302439.1905
319,10,1,306266.4088,28,2377532.441,157141.8639,2646842.293,302988.7598
320,11,12,622.0520877,1,2379463.585,158330.9259,2379732.846,157770.1696
321,11,10,2267.859576,2,2379463.585,158330.9259,2377532.441,157141.8639
322,11,27,3414.26083,3,2379463.585,158330.9259,2376220.008,157264.914
323,11,26,3488.830171,4,2379463.585,158330.9259,2376097.123,157415.0303
324,11,23,4233.142248,5,2379463.585,158330.9259,2375431.213,157042.7226
325,11,24,25352.04602,6,2379463.585,158330.9259,2387820.893,182265.8719
326,11,25,25528.87592,7,2379463.585,158330.9259,2387869.067,182436.3484
327,11,13,25585.32356,8,2379463.585,158330.9259,2379004.762,132749.7167
328,11,28,25585.32356,8,2379463.585,158330.9259,2379004.762,132749.7167
329,11,14,26085.53066,9,2379463.585,158330.9259,2377809.497,132297.8911
330,11,21,26471.77614,10,2379463.585,158330.9259,2388412.754,183244.1214
331,11,15,26739.63581,11,2379463.585,158330.9259,2378943.616,131596.3461
332,11,22,26913.29572,12,2379463.585,158330.9259,2388710.32,183605.8815
333,11,9,27565.4821,13,2379463.585,158330.9259,2388731.659,184291.6388
334,11,16,27640.48013,14,2379463.585,158330.9259,2378096.736,130724.2625
335,11,17,27851.93088,15,2379463.585,158330.9259,2379351.32,130479.2213
336,11,18,62772.78458,16,2379463.585,158330.9259,2345519.887,105527.0643
337,11,29,64818.73944,17,2379463.585,158330.9259,2343461.743,104429.7542
338,11,19,65534.34043,18,2379463.585,158330.9259,2342097.36,104493.0675
339,11,20,66129.32445,19,2379463.585,158330.9259,2342131.096,103747.2949
340,11,4,265000.6393,20,2379463.585,158330.9259,2590076.669,319164.5906
341,11,7,266447.0883,21,2379463.585,158330.9259,2609853.305,292176.4644
342,11,6,266714.2052,22,2379463.585,158330.9259,2609264.738,293711.4921
343,11,8,267226.7543,23,2379463.585,158330.9259,2610221.152,293093.9902
344,11,5,267662.1411,24,2379463.585,158330.9259,2610561.839,293373.953
345,11,3,301193.0625,25,2379463.585,158330.9259,2644816.1,300827.6066
346,11,2,301959.9044,26,2379463.585,158330.9259,2645977.308,300282.3944
347,11,0,303596.7962,27,2379463.585,158330.9259,2646678.523,302439.1905
348,11,1,304002.0755,28,2379463.585,158330.9259,2646842.293,302988.7598
349,12,11,622.0520877,1,2379732.846,157770.1696,2379463.585,158330.9259
350,12,10,2288.350833,2,2379732.846,157770.1696,2377532.441,157141.8639
351,12,27,3548.987811,3,2379732.846,157770.1696,2376220.008,157264.914
352,12,26,3653.027107,4,2379732.846,157770.1696,2376097.123,157415.0303
353,12,23,4362.708194,5,2379732.846,157770.1696,2375431.213,157042.7226
354,12,13,25031.04411,6,2379732.846,157770.1696,2379004.762,132749.7167
355,12,28,25031.04411,6,2379732.846,157770.1696,2379004.762,132749.7167
356,12,14,25544.78899,7,2379732.846,157770.1696,2377809.497,132297.8911
357,12,24,25796.43276,8,2379732.846,157770.1696,2387820.893,182265.8719
358,12,25,25973.41835,9,2379732.846,157770.1696,2387869.067,182436.3484
359,12,15,26185.71977,10,2379732.846,157770.1696,2378943.616,131596.3461
360,12,21,26912.13532,11,2379732.846,157770.1696,2388412.754,183244.1214
361,12,16,27095.34919,12,2379732.846,157770.1696,2378096.736,130724.2625
362,12,17,27293.61507,13,2379732.846,157770.1696,2379351.32,130479.2213
363,12,22,27351.03389,14,2379732.846,157770.1696,2388710.32,183605.8815
364,12,9,28006.55219,15,2379732.846,157770.1696,2388731.659,184291.6388
365,12,18,62448.92819,16,2379732.846,157770.1696,2345519.887,105527.0643
366,12,29,64504.2079,17,2379732.846,157770.1696,2343461.743,104429.7542
367,12,19,65229.43649,18,2379732.846,157770.1696,2342097.36,104493.0675
368,12,20,65820.6852,19,2379732.846,157770.1696,2342131.096,103747.2949
369,12,4,265127.6734,20,2379732.846,157770.1696,2590076.669,319164.5906
370,12,7,266496.6746,21,2379732.846,157770.1696,2609853.305,292176.4644
371,12,6,266767.5627,22,2379732.846,157770.1696,2609264.738,293711.4921
372,12,8,267277.7504,23,2379732.846,157770.1696,2610221.152,293093.9902
373,12,5,267713.298,24,2379732.846,157770.1696,2610561.839,293373.953
374,12,3,301221.7817,25,2379732.846,157770.1696,2644816.1,300827.6066
375,12,2,301986.5029,26,2379732.846,157770.1696,2645977.308,300282.3944
376,12,0,303626.6128,27,2379732.846,157770.1696,2646678.523,302439.1905
377,12,1,304032.721,28,2379732.846,157770.1696,2646842.293,302988.7598
378,13,28,0,1,2379004.762,132749.7167,2379004.762,132749.7167
379,13,15,1154.990287,2,2379004.762,132749.7167,2378943.616,131596.3461
380,13,14,1277.812829,3,2379004.762,132749.7167,2377809.497,132297.8911
381,13,16,2219.679116,4,2379004.762,132749.7167,2378096.736,130724.2625
382,13,17,2296.791687,5,2379004.762,132749.7167,2379351.32,130479.2213
383,13,10,24436.54172,6,2379004.762,132749.7167,2377532.441,157141.8639
384,13,23,24554.43719,7,2379004.762,132749.7167,2375431.213,157042.7226
385,13,27,24672.85454,8,2379004.762,132749.7167,2376220.008,157264.914
386,13,26,24836.104,9,2379004.762,132749.7167,2376097.123,157415.0303
387,13,12,25031.04411,10,2379004.762,132749.7167,2379732.846,157770.1696
388,13,11,25585.32356,11,2379004.762,132749.7167,2379463.585,158330.9259
389,13,18,43154.48618,12,2379004.762,132749.7167,2345519.887,105527.0643
390,13,29,45445.86325,13,2379004.762,132749.7167,2343461.743,104429.7542
391,13,19,46482.19575,14,2379004.762,132749.7167,2342097.36,104493.0675
392,13,20,46912.76715,15,2379004.762,132749.7167,2342131.096,103747.2949
393,13,24,50294.8685,16,2379004.762,132749.7167,2387820.893,182265.8719
394,13,25,50471.15275,17,2379004.762,132749.7167,2387869.067,182436.3484
395,13,21,51363.36456,18,2379004.762,132749.7167,2388412.754,183244.1214
396,13,22,51774.00271,19,2379004.762,132749.7167,2388710.32,183605.8815
397,13,9,52451.71357,20,2379004.762,132749.7167,2388731.659,184291.6388
398,13,7,280549.3495,21,2379004.762,132749.7167,2609853.305,292176.4644
399,13,6,280941.8971,22,2379004.762,132749.7167,2609264.738,293711.4921
400,13,8,281373.9598,23,2379004.762,132749.7167,2610221.152,293093.9902
401,13,4,281605.851,24,2379004.762,132749.7167,2590076.669,319164.5906
402,13,5,281813.4579,25,2379004.762,132749.7167,2610561.839,293373.953
403,13,3,314492.9958,26,2379004.762,132749.7167,2644816.1,300827.6066
404,13,2,315184.9276,27,2379004.762,132749.7167,2645977.308,300282.3944
405,13,0,316928.6351,28,2379004.762,132749.7167,2646678.523,302439.1905
406,13,1,317361.4258,29,2379004.762,132749.7167,2646842.293,302988.7598
407,14,13,1277.812829,1,2377809.497,132297.8911,2379004.762,132749.7167
408,14,28,1277.812829,1,2377809.497,132297.8911,2379004.762,132749.7167
409,14,15,1333.563614,2,2377809.497,132297.8911,2378943.616,131596.3461
410,14,16,1599.629262,3,2377809.497,132297.8911,2378096.736,130724.2625
411,14,17,2384.277511,4,2377809.497,132297.8911,2379351.32,130479.2213
412,14,10,24845.51755,5,2377809.497,132297.8911,2377532.441,157141.8639
413,14,23,24858.85995,6,2377809.497,132297.8911,2375431.213,157042.7226
414,14,27,25017.56792,7,2377809.497,132297.8911,2376220.008,157264.914
415,14,26,25175.44255,8,2377809.497,132297.8911,2376097.123,157415.0303
416,14,12,25544.78899,9,2377809.497,132297.8911,2379732.846,157770.1696
417,14,11,26085.53066,10,2377809.497,132297.8911,2379463.585,158330.9259
418,14,18,41943.96355,11,2377809.497,132297.8911,2345519.887,105527.0643
419,14,29,44231.22478,12,2377809.497,132297.8911,2343461.743,104429.7542
420,14,19,45259.97012,13,2377809.497,132297.8911,2342097.36,104493.0675
421,14,20,45695.56678,14,2377809.497,132297.8911,2342131.096,103747.2949
422,14,24,50961.0358,15,2377809.497,132297.8911,2387820.893,182265.8719
423,14,25,51137.65583,16,2377809.497,132297.8911,2387869.067,182436.3484
424,14,21,52037.94241,17,2377809.497,132297.8911,2388412.754,183244.1214
425,14,22,52453.19659,18,2377809.497,132297.8911,2388710.32,183605.8815
426,14,9,53128.55569,19,2377809.497,132297.8911,2388731.659,184291.6388
427,14,7,281789.7923,20,2377809.497,132297.8911,2609853.305,292176.4644
428,14,6,282180.5791,21,2377809.497,132297.8911,2609264.738,293711.4921
429,14,8,282613.8058,22,2377809.497,132297.8911,2610221.152,293093.9902
430,14,4,282801.1952,23,2377809.497,132297.8911,2590076.669,319164.5906
431,14,5,283053.2643,24,2377809.497,132297.8911,2610561.839,293373.953
432,14,3,315744.8197,25,2377809.497,132297.8911,2644816.1,300827.6066
433,14,2,316437.6219,26,2377809.497,132297.8911,2645977.308,300282.3944
434,14,0,318180.1613,27,2377809.497,132297.8911,2646678.523,302439.1905
435,14,1,318612.6456,28,2377809.497,132297.8911,2646842.293,302988.7598
436,15,13,1154.990287,1,2378943.616,131596.3461,2379004.762,132749.7167
437,15,28,1154.990287,1,2378943.616,131596.3461,2379004.762,132749.7167
438,15,17,1189.197444,2,2378943.616,131596.3461,2379351.32,130479.2213
439,15,16,1215.621172,3,2378943.616,131596.3461,2378096.736,130724.2625
440,15,14,1333.563614,4,2378943.616,131596.3461,2377809.497,132297.8911
441,15,10,25584.46581,5,2378943.616,131596.3461,2377532.441,157141.8639
442,15,23,25687.64389,6,2378943.616,131596.3461,2375431.213,157042.7226
443,15,27,25812.65999,7,2378943.616,131596.3461,2376220.008,157264.914
444,15,26,25975.12228,8,2378943.616,131596.3461,2376097.123,157415.0303
445,15,12,26185.71977,9,2378943.616,131596.3461,2379732.846,157770.1696
446,15,11,26739.63581,10,2378943.616,131596.3461,2379463.585,158330.9259
447,15,18,42388.12487,11,2378943.616,131596.3461,2345519.887,105527.0643
448,15,29,44687.66087,12,2378943.616,131596.3461,2343461.743,104429.7542
449,15,19,45740.94734,13,2378943.616,131596.3461,2342097.36,104493.0675
450,15,20,46159.84494,14,2378943.616,131596.3461,2342131.096,103747.2949
451,15,24,51441.29564,15,2378943.616,131596.3461,2387820.893,182265.8719
452,15,25,51617.5309,16,2378943.616,131596.3461,2387869.067,182436.3484
453,15,21,52508.63994,17,2378943.616,131596.3461,2388412.754,183244.1214
454,15,22,52918.61942,18,2378943.616,131596.3461,2388710.32,183605.8815
455,15,9,53596.63848,19,2378943.616,131596.3461,2388731.659,184291.6388
456,15,7,281256.571,20,2378943.616,131596.3461,2609853.305,292176.4644
457,15,6,281654.2911,21,2378943.616,131596.3461,2609264.738,293711.4921
458,15,8,282082.9451,22,2378943.616,131596.3461,2610221.152,293093.9902
459,15,4,282416.3816,23,2378943.616,131596.3461,2590076.669,319164.5906
460,15,5,282522.5569,24,2378943.616,131596.3461,2610561.839,293373.953
461,15,3,315162.4934,25,2378943.616,131596.3461,2644816.1,300827.6066
462,15,2,315851.1924,26,2378943.616,131596.3461,2645977.308,300282.3944
463,15,0,317599.2095,27,2378943.616,131596.3461,2646678.523,302439.1905
464,15,1,318033.1122,28,2378943.616,131596.3461,2646842.293,302988.7598
465,16,15,1215.621172,1,2378096.736,130724.2625,2378943.616,131596.3461
466,16,17,1278.289946,2,2378096.736,130724.2625,2379351.32,130479.2213
467,16,14,1599.629262,3,2378096.736,130724.2625,2377809.497,132297.8911
468,16,13,2219.679116,4,2378096.736,130724.2625,2379004.762,132749.7167
469,16,28,2219.679116,4,2378096.736,130724.2625,2379004.762,132749.7167
470,16,10,26423.62755,5,2378096.736,130724.2625,2377532.441,157141.8639
471,16,23,26453.09733,6,2378096.736,130724.2625,2375431.213,157042.7226
472,16,27,26606.92188,7,2378096.736,130724.2625,2376220.008,157264.914
473,16,26,26765.56639,8,2378096.736,130724.2625,2376097.123,157415.0303
474,16,12,27095.34919,9,2378096.736,130724.2625,2379732.846,157770.1696
475,16,11,27640.48013,10,2378096.736,130724.2625,2379463.585,158330.9259
476,16,18,41184.34086,11,2378096.736,130724.2625,2345519.887,105527.0643
477,16,29,43485.44519,12,2378096.736,130724.2625,2343461.743,104429.7542
478,16,19,44542.45915,13,2378096.736,130724.2625,2342097.36,104493.0675
479,16,20,44958.693,14,2378096.736,130724.2625,2342131.096,103747.2949
480,16,24,52450.8983,15,2378096.736,130724.2625,2387820.893,182265.8719
481,16,25,52627.35282,16,2378096.736,130724.2625,2387869.067,182436.3484
482,16,21,53523.4136,17,2378096.736,130724.2625,2388412.754,183244.1214
483,16,22,53936.20113,18,2378096.736,130724.2625,2388710.32,183605.8815
484,16,9,54612.86831,19,2378096.736,130724.2625,2388731.659,184291.6388
485,16,7,282449.8547,20,2378096.736,130724.2625,2609853.305,292176.4644
486,16,6,282848.8675,21,2378096.736,130724.2625,2609264.738,293711.4921
487,16,8,283276.6721,22,2378096.736,130724.2625,2610221.152,293093.9902
488,16,4,283628.7172,23,2378096.736,130724.2625,2590076.669,319164.5906
489,16,5,283716.3118,24,2378096.736,130724.2625,2610561.839,293373.953
490,16,3,316345.328,25,2378096.736,130724.2625,2644816.1,300827.6066
491,16,2,317033.0596,26,2378096.736,130724.2625,2645977.308,300282.3944
492,16,0,318782.3592,27,2378096.736,130724.2625,2646678.523,302439.1905
493,16,1,319216.5895,28,2378096.736,130724.2625,2646842.293,302988.7598
494,17,15,1189.197444,1,2379351.32,130479.2213,2378943.616,131596.3461
495,17,16,1278.289946,2,2379351.32,130479.2213,2378096.736,130724.2625
496,17,13,2296.791687,3,2379351.32,130479.2213,2379004.762,132749.7167
497,17,28,2296.791687,3,2379351.32,130479.2213,2379004.762,132749.7167
498,17,14,2384.277511,4,2379351.32,130479.2213,2377809.497,132297.8911
499,17,10,26724.61095,5,2379351.32,130479.2213,2377532.441,157141.8639
500,17,23,26851.19812,6,2379351.32,130479.2213,2375431.213,157042.7226
501,17,27,26968.10058,7,2379351.32,130479.2213,2376220.008,157264.914
502,17,26,27131.67171,8,2379351.32,130479.2213,2376097.123,157415.0303
503,17,12,27293.61507,9,2379351.32,130479.2213,2379732.846,157770.1696
504,17,11,27851.93088,10,2379351.32,130479.2213,2379463.585,158330.9259
505,17,18,42037.79272,11,2379351.32,130479.2213,2345519.887,105527.0643
506,17,29,44346.77534,12,2379351.32,130479.2213,2343461.743,104429.7542
507,17,19,45421.7756,13,2379351.32,130479.2213,2342097.36,104493.0675
508,17,20,45825.11287,14,2379351.32,130479.2213,2342131.096,103747.2949
509,17,24,52474.66872,15,2379351.32,130479.2213,2387820.893,182265.8719
510,17,25,52650.6891,16,2379351.32,130479.2213,2387869.067,182436.3484
511,17,21,53537.31664,17,2379351.32,130479.2213,2388412.754,183244.1214
512,17,22,53944.72089,18,2379351.32,130479.2213,2388710.32,183605.8815
513,17,9,54623.86877,19,2379351.32,130479.2213,2388731.659,184291.6388
514,17,7,281562.0062,20,2379351.32,130479.2213,2609853.305,292176.4644
515,17,6,281966.2283,21,2379351.32,130479.2213,2609264.738,293711.4921
516,17,8,282390.5852,22,2379351.32,130479.2213,2610221.152,293093.9902
517,17,5,282830.3335,23,2379351.32,130479.2213,2610561.839,293373.953
518,17,4,282855.6902,24,2379351.32,130479.2213,2590076.669,319164.5906
519,17,3,315420.5474,25,2379351.32,130479.2213,2644816.1,300827.6066
520,17,2,316105.2598,26,2379351.32,130479.2213,2645977.308,300282.3944
521,17,0,317858.5604,27,2379351.32,130479.2213,2646678.523,302439.1905
522,17,1,318293.8286,28,2379351.32,130479.2213,2646842.293,302988.7598
523,18,29,2332.390522,1,2345519.887,105527.0643,2343461.743,104429.7542
524,18,19,3575.309234,2,2345519.887,105527.0643,2342097.36,104493.0675
525,18,20,3827.72545,3,2345519.887,105527.0643,2342131.096,103747.2949
526,18,16,41184.34086,4,2345519.887,105527.0643,2378096.736,130724.2625
527,18,14,41943.96355,5,2345519.887,105527.0643,2377809.497,132297.8911
528,18,17,42037.79272,6,2345519.887,105527.0643,2379351.32,130479.2213
529,18,15,42388.12487,7,2345519.887,105527.0643,2378943.616,131596.3461
530,18,13,43154.48618,8,2345519.887,105527.0643,2379004.762,132749.7167
531,18,28,43154.48618,8,2345519.887,105527.0643,2379004.762,132749.7167
532,18,23,59569.71133,9,2345519.887,105527.0643,2375431.213,157042.7226
533,18,27,60160.63935,10,2345519.887,105527.0643,2376220.008,157264.914
534,18,26,60227.30595,11,2345519.887,105527.0643,2376097.123,157415.0303
535,18,10,60736.24266,12,2345519.887,105527.0643,2377532.441,157141.8639
536,18,12,62448.92819,13,2345519.887,105527.0643,2379732.846,157770.1696
537,18,11,62772.78458,14,2345519.887,105527.0643,2379463.585,158330.9259
538,18,24,87625.45157,15,2345519.887,105527.0643,2387820.893,182265.8719
539,18,25,87798.01258,16,2345519.887,105527.0643,2387869.067,182436.3484
540,18,21,88767.89426,17,2345519.887,105527.0643,2388412.754,183244.1214
541,18,22,89228.4442,18,2345519.887,105527.0643,2388710.32,183605.8815
542,18,9,89839.38708,19,2345519.887,105527.0643,2388731.659,184291.6388
543,18,7,323589.4844,20,2345519.887,105527.0643,2609853.305,292176.4644
544,18,6,323998.0329,21,2345519.887,105527.0643,2609264.738,293711.4921
545,18,8,324419.6538,22,2345519.887,105527.0643,2610221.152,293093.9902
546,18,4,324729.1373,23,2345519.887,105527.0643,2590076.669,319164.5906
547,18,5,324859.4925,24,2345519.887,105527.0643,2610561.839,293373.953
548,18,3,357380.0848,25,2345519.887,105527.0643,2644816.1,300827.6066
549,18,2,358056.2816,26,2345519.887,105527.0643,2645977.308,300282.3944
550,18,0,359820.6631,27,2345519.887,105527.0643,2646678.523,302439.1905
551,18,1,360258.6758,28,2345519.887,105527.0643,2646842.293,302988.7598
552,19,20,746.5352995,1,2342097.36,104493.0675,2342131.096,103747.2949
553,19,29,1365.850756,2,2342097.36,104493.0675,2343461.743,104429.7542
554,19,18,3575.309234,3,2342097.36,104493.0675,2345519.887,105527.0643
555,19,16,44542.45915,4,2342097.36,104493.0675,2378096.736,130724.2625
556,19,14,45259.97012,5,2342097.36,104493.0675,2377809.497,132297.8911
557,19,17,45421.7756,6,2342097.36,104493.0675,2379351.32,130479.2213
558,19,15,45740.94734,7,2342097.36,104493.0675,2378943.616,131596.3461
559,19,13,46482.19575,8,2342097.36,104493.0675,2379004.762,132749.7167
560,19,28,46482.19575,8,2342097.36,104493.0675,2379004.762,132749.7167
561,19,23,62230.31418,9,2342097.36,104493.0675,2375431.213,157042.7226
562,19,27,62842.8425,10,2342097.36,104493.0675,2376220.008,157264.914
563,19,26,62902.44823,11,2342097.36,104493.0675,2376097.123,157415.0303
564,19,10,63462.90812,12,2342097.36,104493.0675,2377532.441,157141.8639
565,19,12,65229.43649,13,2342097.36,104493.0675,2379732.846,157770.1696
566,19,11,65534.34043,14,2342097.36,104493.0675,2379463.585,158330.9259
567,19,24,90217.79527,15,2342097.36,104493.0675,2387820.893,182265.8719
568,19,25,90389.18147,16,2342097.36,104493.0675,2387869.067,182436.3484
569,19,21,91361.06504,17,2342097.36,104493.0675,2388412.754,183244.1214
570,19,22,91823.7735,18,2342097.36,104493.0675,2388710.32,183605.8815
571,19,9,92426.02341,19,2342097.36,104493.0675,2388731.659,184291.6388
572,19,7,326983.6436,20,2342097.36,104493.0675,2609853.305,292176.4644
573,19,6,327386.6517,21,2342097.36,104493.0675,2609264.738,293711.4921
574,19,8,327811.9521,22,2342097.36,104493.0675,2610221.152,293093.9902
575,19,4,327990.2446,23,2342097.36,104493.0675,2590076.669,319164.5906
576,19,5,328251.6794,24,2342097.36,104493.0675,2610561.839,293373.953
577,19,3,360812.8137,25,2342097.36,104493.0675,2644816.1,300827.6066
578,19,2,361492.0239,26,2342097.36,104493.0675,2645977.308,300282.3944
579,19,0,363252.4634,27,2342097.36,104493.0675,2646678.523,302439.1905
580,19,1,363689.4466,28,2342097.36,104493.0675,2646842.293,302988.7598
